city,datetime,temperature,feels_like,humidity,weather,wind_speed,rain_3h
Lille,2026-06-27 03:00:00,20.14,19.59,53,clear sky,1.23,0.0
Lille,2026-06-27 06:00:00,22.65,22.33,52,scattered clouds,2.34,0.0
Lille,2026-06-27 09:00:00,27.85,27.47,39,overcast clouds,0.75,0.0
Lille,2026-06-27 12:00:00,26.31,26.31,54,light rain,2.29,0.51
Strasbourg,2026-06-22 15:00:00,34.23,34.61,35,few clouds,1.73,0.0
Strasbourg,2026-06-22 18:00:00,33.6,36.04,45,scattered clouds,6.23,0.0
Strasbourg,2026-06-22 21:00:00,24.53,25.0,75,light rain,1.04,0.21
Strasbourg,2026-06-23 00:00:00,22.14,22.55,82,scattered clouds,0.85,0.0
Strasbourg,2026-06-23 03:00:00,19.7,20.0,87,scattered clouds,1.53,0.0
Strasbourg,2026-06-23 06:00:00,25.1,25.55,72,few clouds,1.77,0.0
Strasbourg,2026-06-23 09:00:00,30.84,31.98,48,clear sky,3.38,0.0
Strasbourg,2026-06-23 12:00:00,34.28,34.05,32,scattered clouds,3.53,0.0
Strasbourg,2026-06-23 15:00:00,34.38,33.28,27,broken clouds,4.26,0.0
Strasbourg,2026-06-23 18:00:00,34.23,35.31,38,broken clouds,3.08,0.0
Strasbourg,2026-06-23 21:00:00,26.3,26.3,60,clear sky,1.44,0.0
Strasbourg,2026-06-24 00:00:00,23.87,24.09,68,few clouds,1.09,0.0
Strasbourg,2026-06-24 03:00:00,21.4,21.58,76,clear sky,0.89,0.0
Strasbourg,2026-06-24 06:00:00,26.17,26.17,63,clear sky,1.4,0.0
Strasbourg,2026-06-24 09:00:00,31.28,31.76,43,clear sky,1.93,0.0
Strasbourg,2026-06-24 12:00:00,35.49,35.39,30,clear sky,3.25,0.0
Strasbourg,2026-06-24 15:00:00,36.83,35.97,24,clear sky,4.73,0.0
Strasbourg,2026-06-24 18:00:00,33.81,33.38,32,clear sky,3.76,0.0
Strasbourg,2026-06-24 21:00:00,26.41,26.41,56,scattered clouds,1.24,0.0
Strasbourg,2026-06-25 00:00:00,24.54,24.67,62,broken clouds,1.32,0.0
Strasbourg,2026-06-25 03:00:00,22.69,22.79,68,overcast clouds,1.82,0.0
Strasbourg,2026-06-25 06:00:00,25.91,26.1,59,broken clouds,1.42,0.0
Strasbourg,2026-06-25 09:00:00,32.55,32.89,39,clear sky,2.5,0.0
Strasbourg,2026-06-25 12:00:00,36.86,36.47,26,few clouds,3.84,0.0
Strasbourg,2026-06-25 15:00:00,37.03,36.48,25,scattered clouds,4.01,0.0
Strasbourg,2026-06-25 18:00:00,33.88,34.07,35,scattered clouds,4.0,0.0
Strasbourg,2026-06-25 21:00:00,26.86,27.65,56,broken clouds,2.37,0.0
Strasbourg,2026-06-26 00:00:00,24.23,24.43,66,overcast clouds,1.52,0.0
Strasbourg,2026-06-26 03:00:00,21.92,22.05,72,overcast clouds,0.84,0.0
Strasbourg,2026-06-26 06:00:00,25.72,25.84,57,broken clouds,1.2,0.0
Strasbourg,2026-06-26 09:00:00,32.44,31.88,34,scattered clouds,2.37,0.0
Strasbourg,2026-06-26 12:00:00,37.04,36.74,26,broken clouds,2.11,0.0
Strasbourg,2026-06-26 15:00:00,38.23,37.97,24,broken clouds,3.52,0.0
Strasbourg,2026-06-26 18:00:00,35.92,35.35,27,scattered clouds,3.39,0.0
Strasbourg,2026-06-26 21:00:00,27.61,28.03,50,few clouds,1.45,0.0
Strasbourg,2026-06-27 00:00:00,25.09,25.22,60,few clouds,1.2,0.0
Strasbourg,2026-06-27 03:00:00,23.61,23.75,66,scattered clouds,0.8,0.0
Strasbourg,2026-06-27 06:00:00,27.34,28.04,54,few clouds,0.17,0.0
Strasbourg,2026-06-27 09:00:00,34.43,34.92,35,few clouds,1.38,0.0
Strasbourg,2026-06-27 12:00:00,39.15,39.69,25,few clouds,2.7,0.0
Chateau Du Haut Koenigsbourg,2026-06-22 15:00:00,32.15,31.66,35,clear sky,4.21,0.0
Chateau Du Haut Koenigsbourg,2026-06-22 18:00:00,31.61,32.62,45,few clouds,0.87,0.0
Chateau Du Haut Koenigsbourg,2026-06-22 21:00:00,21.99,22.2,75,few clouds,1.29,0.0
Chateau Du Haut Koenigsbourg,2026-06-23 00:00:00,19.32,19.53,85,scattered clouds,0.12,0.0
Chateau Du Haut Koenigsbourg,2026-06-23 03:00:00,16.78,16.76,86,broken clouds,0.82,0.0
Chateau Du Haut Koenigsbourg,2026-06-23 06:00:00,22.37,22.65,76,scattered clouds,1.06,0.0
Chateau Du Haut Koenigsbourg,2026-06-23 09:00:00,28.11,28.48,49,clear sky,2.43,0.0
Chateau Du Haut Koenigsbourg,2026-06-23 12:00:00,31.43,30.52,33,scattered clouds,2.71,0.0
Chateau Du Haut Koenigsbourg,2026-06-23 15:00:00,31.56,30.13,28,few clouds,3.29,0.0
Chateau Du Haut Koenigsbourg,2026-06-23 18:00:00,31.85,33.42,47,few clouds,2.55,0.0
Chateau Du Haut Koenigsbourg,2026-06-23 21:00:00,23.68,23.64,59,clear sky,1.83,0.0
Chateau Du Haut Koenigsbourg,2026-06-24 00:00:00,21.04,20.9,65,few clouds,1.48,0.0
Chateau Du Haut Koenigsbourg,2026-06-24 03:00:00,18.46,18.32,75,scattered clouds,1.29,0.0
Chateau Du Haut Koenigsbourg,2026-06-24 06:00:00,23.3,23.41,66,few clouds,1.1,0.0
Chateau Du Haut Koenigsbourg,2026-06-24 09:00:00,28.34,28.37,45,clear sky,2.15,0.0
Chateau Du Haut Koenigsbourg,2026-06-24 12:00:00,32.19,31.16,31,clear sky,3.27,0.0
Chateau Du Haut Koenigsbourg,2026-06-24 15:00:00,33.19,32.09,29,clear sky,3.26,0.0
Chateau Du Haut Koenigsbourg,2026-06-24 18:00:00,28.58,28.63,45,scattered clouds,2.32,0.0
Chateau Du Haut Koenigsbourg,2026-06-24 21:00:00,22.52,22.42,61,broken clouds,1.49,0.0
Chateau Du Haut Koenigsbourg,2026-06-25 00:00:00,21.49,21.42,66,broken clouds,1.34,0.0
Chateau Du Haut Koenigsbourg,2026-06-25 03:00:00,19.7,19.71,76,overcast clouds,1.34,0.0
Chateau Du Haut Koenigsbourg,2026-06-25 06:00:00,23.59,23.65,63,broken clouds,1.43,0.0
Chateau Du Haut Koenigsbourg,2026-06-25 09:00:00,29.13,28.93,42,clear sky,3.19,0.0
Chateau Du Haut Koenigsbourg,2026-06-25 12:00:00,33.04,31.78,28,clear sky,3.7,0.0
Chateau Du Haut Koenigsbourg,2026-06-25 15:00:00,33.38,31.92,26,scattered clouds,4.02,0.0
Chateau Du Haut Koenigsbourg,2026-06-25 18:00:00,29.02,28.91,43,scattered clouds,2.62,0.0
Chateau Du Haut Koenigsbourg,2026-06-25 21:00:00,22.57,22.5,62,overcast clouds,1.3,0.0
Chateau Du Haut Koenigsbourg,2026-06-26 00:00:00,20.92,20.9,70,overcast clouds,0.74,0.0
Chateau Du Haut Koenigsbourg,2026-06-26 03:00:00,19.01,19.0,78,scattered clouds,0.52,0.0
Chateau Du Haut Koenigsbourg,2026-06-26 06:00:00,23.57,23.63,63,scattered clouds,0.92,0.0
Chateau Du Haut Koenigsbourg,2026-06-26 09:00:00,29.58,29.32,41,few clouds,2.22,0.0
Chateau Du Haut Koenigsbourg,2026-06-26 12:00:00,34.12,33.27,29,scattered clouds,2.98,0.0
Chateau Du Haut Koenigsbourg,2026-06-26 15:00:00,35.98,35.22,26,few clouds,1.71,0.0
Chateau Du Haut Koenigsbourg,2026-06-26 18:00:00,30.52,30.58,42,scattered clouds,1.06,0.0
Chateau Du Haut Koenigsbourg,2026-06-26 21:00:00,24.35,24.28,55,clear sky,1.74,0.0
Chateau Du Haut Koenigsbourg,2026-06-27 00:00:00,22.93,22.82,59,few clouds,1.09,0.0
Chateau Du Haut Koenigsbourg,2026-06-27 03:00:00,20.83,20.74,68,broken clouds,0.51,0.0
Chateau Du Haut Koenigsbourg,2026-06-27 06:00:00,25.39,25.5,58,scattered clouds,0.8,0.0
Chateau Du Haut Koenigsbourg,2026-06-27 09:00:00,31.93,31.84,38,few clouds,1.84,0.0
Chateau Du Haut Koenigsbourg,2026-06-27 12:00:00,35.88,35.51,28,scattered clouds,1.64,0.0
Colmar,2026-06-22 15:00:00,34.5,34.8,34,clear sky,5.39,0.0
Colmar,2026-06-22 18:00:00,34.13,36.76,44,scattered clouds,0.35,0.0
Colmar,2026-06-22 21:00:00,24.51,24.92,73,scattered clouds,1.52,0.0
Colmar,2026-06-23 00:00:00,21.7,22.12,84,scattered clouds,0.91,0.0
Colmar,2026-06-23 03:00:00,19.17,19.36,85,overcast clouds,1.34,0.0
Colmar,2026-06-23 06:00:00,24.9,25.43,76,broken clouds,1.25,0.0
Colmar,2026-06-23 09:00:00,30.55,31.89,50,clear sky,2.62,0.0
Colmar,2026-06-23 12:00:00,33.91,33.91,34,scattered clouds,2.84,0.0
Colmar,2026-06-23 15:00:00,34.03,32.69,26,few clouds,3.63,0.0
Colmar,2026-06-23 18:00:00,34.55,37.9,45,few clouds,3.19,0.0
Colmar,2026-06-23 21:00:00,26.29,26.29,57,clear sky,2.76,0.0
Colmar,2026-06-24 00:00:00,23.48,23.53,63,few clouds,1.94,0.0
Colmar,2026-06-24 03:00:00,20.89,20.94,73,scattered clouds,1.79,0.0
Colmar,2026-06-24 06:00:00,25.74,26.09,66,few clouds,1.54,0.0
Colmar,2026-06-24 09:00:00,30.44,31.06,46,clear sky,2.43,0.0
Colmar,2026-06-24 12:00:00,34.54,34.64,33,clear sky,3.37,0.0
Colmar,2026-06-24 15:00:00,35.45,35.33,30,clear sky,3.57,0.0
Colmar,2026-06-24 18:00:00,30.94,31.61,45,scattered clouds,2.62,0.0
Colmar,2026-06-24 21:00:00,25.55,25.65,57,overcast clouds,2.4,0.0
Colmar,2026-06-25 00:00:00,23.66,23.8,66,overcast clouds,1.85,0.0
Colmar,2026-06-25 03:00:00,22.08,22.3,75,overcast clouds,2.04,0.0
Colmar,2026-06-25 06:00:00,25.61,25.9,64,broken clouds,2.19,0.0
Colmar,2026-06-25 09:00:00,31.09,31.83,45,clear sky,2.75,0.0
Colmar,2026-06-25 12:00:00,35.36,34.77,28,clear sky,3.45,0.0
Colmar,2026-06-25 15:00:00,35.81,35.2,27,scattered clouds,4.38,0.0
Colmar,2026-06-25 18:00:00,31.3,31.97,44,broken clouds,2.64,0.0
Colmar,2026-06-25 21:00:00,25.41,25.6,61,overcast clouds,2.19,0.0
Colmar,2026-06-26 00:00:00,23.42,23.51,65,overcast clouds,1.37,0.0
Colmar,2026-06-26 03:00:00,21.86,21.98,72,scattered clouds,1.24,0.0
Colmar,2026-06-26 06:00:00,26.08,26.08,60,scattered clouds,0.96,0.0
Colmar,2026-06-26 09:00:00,32.23,32.8,41,few clouds,2.43,0.0
Colmar,2026-06-26 12:00:00,37.07,37.04,27,few clouds,2.29,0.0
Colmar,2026-06-26 15:00:00,38.44,38.58,25,clear sky,1.22,0.0
Colmar,2026-06-26 18:00:00,33.65,35.33,42,few clouds,1.31,0.0
Colmar,2026-06-26 21:00:00,27.68,28.35,53,clear sky,2.41,0.0
Colmar,2026-06-27 00:00:00,25.59,25.69,57,few clouds,1.32,0.0
Colmar,2026-06-27 03:00:00,23.46,23.56,65,broken clouds,1.08,0.0
Colmar,2026-06-27 06:00:00,27.94,28.75,54,scattered clouds,1.37,0.0
Colmar,2026-06-27 09:00:00,34.09,34.84,37,broken clouds,2.17,0.0
Colmar,2026-06-27 12:00:00,38.83,39.84,27,broken clouds,1.87,0.0
Eguisheim,2026-06-22 15:00:00,34.33,34.32,33,clear sky,5.45,0.0
Eguisheim,2026-06-22 18:00:00,33.87,36.27,44,scattered clouds,0.24,0.0
Eguisheim,2026-06-22 21:00:00,24.18,24.51,71,scattered clouds,1.57,0.0
Eguisheim,2026-06-23 00:00:00,21.34,21.64,81,scattered clouds,1.0,0.0
Eguisheim,2026-06-23 03:00:00,18.8,18.88,82,overcast clouds,1.35,0.0
Eguisheim,2026-06-23 06:00:00,24.57,25.04,75,broken clouds,1.29,0.0
Eguisheim,2026-06-23 09:00:00,30.21,31.36,50,clear sky,2.59,0.0
Eguisheim,2026-06-23 12:00:00,33.57,33.61,35,scattered clouds,2.9,0.0
Eguisheim,2026-06-23 15:00:00,33.64,32.23,26,few clouds,3.7,0.0
Eguisheim,2026-06-23 18:00:00,34.22,37.24,45,few clouds,3.28,0.0
Eguisheim,2026-06-23 21:00:00,25.98,25.98,56,clear sky,2.69,0.0
Eguisheim,2026-06-24 00:00:00,23.17,23.16,62,few clouds,1.95,0.0
Eguisheim,2026-06-24 03:00:00,20.58,20.55,71,scattered clouds,1.79,0.0
Eguisheim,2026-06-24 06:00:00,25.41,25.7,65,few clouds,1.62,0.0
Eguisheim,2026-06-24 09:00:00,30.16,30.67,46,clear sky,2.46,0.0
Eguisheim,2026-06-24 12:00:00,34.15,34.06,33,clear sky,3.52,0.0
Eguisheim,2026-06-24 15:00:00,35.08,34.79,30,clear sky,3.76,0.0
Eguisheim,2026-06-24 18:00:00,30.74,31.17,44,scattered clouds,2.66,0.0
Eguisheim,2026-06-24 21:00:00,25.43,25.49,56,overcast clouds,2.4,0.0
Eguisheim,2026-06-25 00:00:00,23.42,23.51,65,overcast clouds,1.86,0.0
Eguisheim,2026-06-25 03:00:00,21.94,22.12,74,overcast clouds,2.07,0.0
Eguisheim,2026-06-25 06:00:00,25.29,25.57,65,broken clouds,2.28,0.0
Eguisheim,2026-06-25 09:00:00,30.76,31.19,44,clear sky,2.53,0.0
Eguisheim,2026-06-25 12:00:00,34.98,34.44,29,clear sky,3.34,0.0
Eguisheim,2026-06-25 15:00:00,35.54,34.82,27,scattered clouds,4.49,0.0
Eguisheim,2026-06-25 18:00:00,31.01,31.38,43,broken clouds,2.8,0.0
Eguisheim,2026-06-25 21:00:00,25.32,25.47,60,overcast clouds,2.13,0.0
Eguisheim,2026-06-26 00:00:00,23.34,23.37,63,overcast clouds,1.49,0.0
Eguisheim,2026-06-26 03:00:00,21.93,21.95,68,scattered clouds,1.28,0.0
Eguisheim,2026-06-26 06:00:00,26.01,26.01,59,scattered clouds,1.03,0.0
Eguisheim,2026-06-26 09:00:00,32.05,32.53,41,few clouds,2.26,0.0
Eguisheim,2026-06-26 12:00:00,36.8,36.39,26,scattered clouds,1.85,0.0
Eguisheim,2026-06-26 15:00:00,38.06,37.99,25,clear sky,0.24,0.0
Eguisheim,2026-06-26 18:00:00,33.35,34.81,42,few clouds,0.96,0.0
Eguisheim,2026-06-26 21:00:00,27.69,28.19,51,clear sky,2.3,0.0
Eguisheim,2026-06-27 00:00:00,25.56,25.61,55,scattered clouds,1.31,0.0
Eguisheim,2026-06-27 03:00:00,23.44,23.46,62,broken clouds,1.02,0.0
Eguisheim,2026-06-27 06:00:00,27.62,28.36,54,scattered clouds,1.45,0.0
Eguisheim,2026-06-27 09:00:00,33.68,34.2,37,overcast clouds,1.98,0.0
Eguisheim,2026-06-27 12:00:00,38.53,39.34,27,overcast clouds,1.4,0.0
Besancon,2026-06-22 15:00:00,35.59,35.31,29,few clouds,2.48,0.0
Besancon,2026-06-22 18:00:00,33.69,35.67,43,clear sky,1.92,0.0
Besancon,2026-06-22 21:00:00,23.48,23.48,61,scattered clouds,1.58,0.0
Besancon,2026-06-23 00:00:00,20.33,20.09,64,few clouds,1.48,0.0
Besancon,2026-06-23 03:00:00,18.67,18.26,64,broken clouds,1.77,0.0
Besancon,2026-06-23 06:00:00,25.35,25.64,65,broken clouds,1.05,0.0
Besancon,2026-06-23 09:00:00,30.68,30.78,42,scattered clouds,2.28,0.0
Besancon,2026-06-23 12:00:00,34.76,34.14,29,few clouds,3.52,0.0
Besancon,2026-06-23 15:00:00,35.16,34.49,28,few clouds,3.39,0.0
Besancon,2026-06-23 18:00:00,33.33,37.91,53,few clouds,1.97,0.0
Besancon,2026-06-23 21:00:00,23.65,23.51,55,clear sky,2.33,0.0
Besancon,2026-06-24 00:00:00,20.38,20.2,66,clear sky,1.87,0.0
Besancon,2026-06-24 03:00:00,18.36,18.08,70,clear sky,1.96,0.0
Besancon,2026-06-24 06:00:00,25.74,26.09,66,clear sky,1.74,0.0
Besancon,2026-06-24 09:00:00,31.53,31.31,38,clear sky,3.8,0.0
Besancon,2026-06-24 12:00:00,35.26,34.25,26,clear sky,5.2,0.0
Besancon,2026-06-24 15:00:00,36.14,34.85,23,clear sky,4.9,0.0
Besancon,2026-06-24 18:00:00,31.56,31.35,38,clear sky,4.0,0.0
Besancon,2026-06-24 21:00:00,24.65,24.63,56,clear sky,2.25,0.0
Besancon,2026-06-25 00:00:00,22.18,22.02,60,scattered clouds,1.84,0.0
Besancon,2026-06-25 03:00:00,20.1,20.02,71,overcast clouds,1.38,0.0
Besancon,2026-06-25 06:00:00,23.51,23.69,68,broken clouds,0.67,0.0
Besancon,2026-06-25 09:00:00,31.21,31.66,43,scattered clouds,1.82,0.0
Besancon,2026-06-25 12:00:00,35.98,35.44,27,scattered clouds,0.25,0.0
Besancon,2026-06-25 15:00:00,36.73,36.05,25,scattered clouds,1.29,0.0
Besancon,2026-06-25 18:00:00,31.13,33.04,51,broken clouds,0.66,0.0
Besancon,2026-06-25 21:00:00,25.64,25.85,61,overcast clouds,1.41,0.0
Besancon,2026-06-26 00:00:00,24.33,24.57,67,overcast clouds,1.71,0.0
Besancon,2026-06-26 03:00:00,22.96,23.06,67,overcast clouds,1.21,0.0
Besancon,2026-06-26 06:00:00,25.23,25.35,59,overcast clouds,2.2,0.0
Besancon,2026-06-26 09:00:00,30.71,30.41,39,overcast clouds,4.29,0.0
Besancon,2026-06-26 12:00:00,34.54,34.22,31,broken clouds,3.55,0.0
Besancon,2026-06-26 15:00:00,36.63,36.14,26,scattered clouds,2.63,0.0
Besancon,2026-06-26 18:00:00,31.72,33.2,47,few clouds,2.85,0.0
Besancon,2026-06-26 21:00:00,26.27,26.27,56,broken clouds,1.81,0.0
Besancon,2026-06-27 00:00:00,24.5,24.52,58,broken clouds,1.67,0.0
Besancon,2026-06-27 03:00:00,23.18,23.15,61,overcast clouds,1.93,0.0
Besancon,2026-06-27 06:00:00,25.7,25.97,63,overcast clouds,0.62,0.0
Besancon,2026-06-27 09:00:00,32.21,32.58,40,overcast clouds,1.63,0.0
Besancon,2026-06-27 12:00:00,36.74,36.3,26,overcast clouds,2.86,0.0
Dijon,2026-06-22 15:00:00,36.07,34.43,21,few clouds,2.43,0.0
Dijon,2026-06-22 18:00:00,34.37,32.83,24,scattered clouds,4.02,0.0
Dijon,2026-06-22 21:00:00,25.05,24.86,48,scattered clouds,3.47,0.0
Dijon,2026-06-23 00:00:00,21.77,21.6,61,scattered clouds,2.92,0.0
Dijon,2026-06-23 03:00:00,19.71,19.49,67,broken clouds,3.16,0.0
Dijon,2026-06-23 06:00:00,24.86,24.84,55,broken clouds,2.82,0.0
Dijon,2026-06-23 09:00:00,30.95,30.09,34,scattered clouds,4.19,0.0
Dijon,2026-06-23 12:00:00,36.2,34.58,21,scattered clouds,3.46,0.0
Dijon,2026-06-23 15:00:00,37.68,35.68,17,scattered clouds,4.27,0.0
Dijon,2026-06-23 18:00:00,35.38,33.61,21,scattered clouds,4.02,0.0
Dijon,2026-06-23 21:00:00,25.21,24.83,40,clear sky,3.29,0.0
Dijon,2026-06-24 00:00:00,21.72,21.33,53,clear sky,3.22,0.0
Dijon,2026-06-24 03:00:00,19.54,19.19,63,clear sky,3.25,0.0
Dijon,2026-06-24 06:00:00,25.25,25.27,55,clear sky,3.63,0.0
Dijon,2026-06-24 09:00:00,33.02,32.49,33,clear sky,4.59,0.0
Dijon,2026-06-24 12:00:00,37.51,36.03,20,clear sky,5.34,0.0
Dijon,2026-06-24 15:00:00,38.58,37.19,19,clear sky,5.13,0.0
Dijon,2026-06-24 18:00:00,35.87,34.51,23,clear sky,5.54,0.0
Dijon,2026-06-24 21:00:00,25.88,25.72,46,clear sky,1.61,0.0
Dijon,2026-06-25 00:00:00,23.13,22.99,57,scattered clouds,2.34,0.0
Dijon,2026-06-25 03:00:00,21.77,21.67,64,overcast clouds,2.17,0.0
Dijon,2026-06-25 06:00:00,24.14,24.1,57,overcast clouds,2.07,0.0
Dijon,2026-06-25 09:00:00,31.57,30.93,35,broken clouds,3.07,0.0
Dijon,2026-06-25 12:00:00,36.21,35.13,24,broken clouds,3.8,0.0
Dijon,2026-06-25 15:00:00,37.93,36.79,21,scattered clouds,3.89,0.0
Dijon,2026-06-25 18:00:00,35.95,34.79,24,few clouds,4.08,0.0
Dijon,2026-06-25 21:00:00,27.92,27.66,41,broken clouds,2.04,0.0
Dijon,2026-06-26 00:00:00,23.99,23.93,57,overcast clouds,2.67,0.0
Dijon,2026-06-26 03:00:00,21.42,21.16,59,broken clouds,2.87,0.0
Dijon,2026-06-26 06:00:00,25.79,25.68,48,scattered clouds,2.72,0.0
Dijon,2026-06-26 09:00:00,33.08,32.1,30,clear sky,3.3,0.0
Dijon,2026-06-26 12:00:00,38.09,37.5,23,clear sky,3.95,0.0
Dijon,2026-06-26 15:00:00,40.15,38.99,18,clear sky,3.38,0.0
Dijon,2026-06-26 18:00:00,34.18,33.19,28,scattered clouds,3.54,0.0
Dijon,2026-06-26 21:00:00,26.69,27.19,51,light rain,2.46,0.33
Dijon,2026-06-27 00:00:00,23.99,24.12,64,scattered clouds,1.65,0.0
Dijon,2026-06-27 03:00:00,22.63,22.72,68,scattered clouds,1.25,0.0
Dijon,2026-06-27 06:00:00,26.67,27.01,48,broken clouds,3.36,0.0
Dijon,2026-06-27 09:00:00,35.23,34.21,26,scattered clouds,3.62,0.0
Dijon,2026-06-27 12:00:00,40.09,39.2,19,few clouds,4.32,0.0
Annecy,2026-06-22 15:00:00,33.86,33.1,30,clear sky,3.49,0.0
Annecy,2026-06-22 18:00:00,31.35,33.0,49,clear sky,1.92,0.0
Annecy,2026-06-22 21:00:00,24.63,24.77,62,scattered clouds,1.55,0.0
Annecy,2026-06-23 00:00:00,23.54,23.7,67,few clouds,1.27,0.0
Annecy,2026-06-23 03:00:00,20.72,20.65,69,broken clouds,1.6,0.0
Annecy,2026-06-23 06:00:00,23.91,24.05,65,broken clouds,0.95,0.0
Annecy,2026-06-23 09:00:00,28.76,28.92,46,clear sky,2.26,0.0
Annecy,2026-06-23 12:00:00,30.31,29.3,33,clear sky,3.78,0.0
Annecy,2026-06-23 15:00:00,33.61,32.07,25,clear sky,3.72,0.0
Annecy,2026-06-23 18:00:00,29.55,32.0,60,clear sky,1.43,0.0
Annecy,2026-06-23 21:00:00,24.52,24.78,67,clear sky,1.62,0.0
Annecy,2026-06-24 00:00:00,23.58,23.8,69,few clouds,1.34,0.0
Annecy,2026-06-24 03:00:00,20.52,20.56,74,clear sky,1.14,0.0
Annecy,2026-06-24 06:00:00,24.04,24.28,68,clear sky,0.98,0.0
Annecy,2026-06-24 09:00:00,28.27,28.66,49,clear sky,2.03,0.0
Annecy,2026-06-24 12:00:00,31.54,31.63,40,clear sky,2.52,0.0
Annecy,2026-06-24 15:00:00,32.14,31.8,36,scattered clouds,2.6,0.0
Annecy,2026-06-24 18:00:00,28.48,30.45,62,light rain,0.51,0.1
Annecy,2026-06-24 21:00:00,22.62,22.87,74,overcast clouds,2.06,0.0
Annecy,2026-06-25 00:00:00,20.25,20.37,78,overcast clouds,1.58,0.0
Annecy,2026-06-25 03:00:00,19.99,19.98,74,overcast clouds,1.48,0.0
Annecy,2026-06-25 06:00:00,23.39,23.56,68,overcast clouds,0.71,0.0
Annecy,2026-06-25 09:00:00,30.19,30.71,46,scattered clouds,1.14,0.0
Annecy,2026-06-25 12:00:00,34.15,34.06,33,few clouds,1.83,0.0
Annecy,2026-06-25 15:00:00,34.53,33.82,29,scattered clouds,1.94,0.0
Annecy,2026-06-25 18:00:00,29.64,31.8,58,scattered clouds,0.8,0.0
Annecy,2026-06-25 21:00:00,24.11,24.3,66,scattered clouds,0.89,0.0
Annecy,2026-06-26 00:00:00,22.0,22.06,69,broken clouds,1.84,0.0
Annecy,2026-06-26 03:00:00,20.79,20.78,71,broken clouds,1.53,0.0
Annecy,2026-06-26 06:00:00,24.28,24.49,66,scattered clouds,0.56,0.0
Annecy,2026-06-26 09:00:00,31.02,31.4,43,clear sky,1.28,0.0
Annecy,2026-06-26 12:00:00,34.19,34.12,33,scattered clouds,1.66,0.0
Annecy,2026-06-26 15:00:00,34.96,34.62,30,broken clouds,0.92,0.0
Annecy,2026-06-26 18:00:00,29.81,31.4,54,broken clouds,1.26,0.0
Annecy,2026-06-26 21:00:00,23.35,23.65,73,light rain,2.71,0.12
Annecy,2026-06-27 00:00:00,21.8,21.79,67,overcast clouds,1.99,0.0
Annecy,2026-06-27 03:00:00,20.86,20.83,70,light rain,2.06,0.1
Annecy,2026-06-27 06:00:00,22.88,23.34,81,light rain,1.3,0.37
Annecy,2026-06-27 09:00:00,32.06,32.74,42,scattered clouds,1.2,0.0
Annecy,2026-06-27 12:00:00,35.23,35.01,30,scattered clouds,2.25,0.0
Grenoble,2026-06-22 15:00:00,35.35,36.97,37,clear sky,2.58,0.0
Grenoble,2026-06-22 18:00:00,32.95,36.77,52,clear sky,1.12,0.0
Grenoble,2026-06-22 21:00:00,25.46,25.89,70,scattered clouds,1.91,0.0
Grenoble,2026-06-23 00:00:00,25.5,26.04,74,scattered clouds,1.85,0.0
Grenoble,2026-06-23 03:00:00,24.36,24.73,72,broken clouds,1.37,0.0
Grenoble,2026-06-23 06:00:00,27.99,30.01,65,overcast clouds,0.36,0.0
Grenoble,2026-06-23 09:00:00,32.77,33.85,42,overcast clouds,1.46,0.0
Grenoble,2026-06-23 12:00:00,33.63,32.64,29,scattered clouds,2.56,0.0
Grenoble,2026-06-23 15:00:00,34.81,33.67,26,clear sky,3.04,0.0
Grenoble,2026-06-23 18:00:00,31.03,33.5,54,clear sky,1.3,0.0
Grenoble,2026-06-23 21:00:00,25.6,25.89,64,clear sky,1.82,0.0
Grenoble,2026-06-24 00:00:00,25.55,25.91,67,clear sky,1.83,0.0
Grenoble,2026-06-24 03:00:00,24.4,24.67,68,clear sky,1.44,0.0
Grenoble,2026-06-24 06:00:00,28.76,30.63,60,clear sky,0.97,0.0
Grenoble,2026-06-24 09:00:00,32.74,33.38,40,clear sky,1.02,0.0
Grenoble,2026-06-24 12:00:00,35.92,36.29,31,clear sky,2.19,0.0
Grenoble,2026-06-24 15:00:00,32.49,34.06,45,light rain,0.89,0.58
Grenoble,2026-06-24 18:00:00,20.98,21.59,94,moderate rain,3.47,3.13
Grenoble,2026-06-24 21:00:00,20.46,20.91,90,overcast clouds,1.74,0.0
Grenoble,2026-06-25 00:00:00,19.25,19.5,87,overcast clouds,1.93,0.0
Grenoble,2026-06-25 03:00:00,19.25,19.29,79,broken clouds,1.94,0.0
Grenoble,2026-06-25 06:00:00,24.03,24.16,64,scattered clouds,1.38,0.0
Grenoble,2026-06-25 09:00:00,32.48,32.26,36,clear sky,1.53,0.0
Grenoble,2026-06-25 12:00:00,36.74,36.54,27,clear sky,1.46,0.0
Grenoble,2026-06-25 15:00:00,36.64,36.15,26,scattered clouds,1.31,0.0
Grenoble,2026-06-25 18:00:00,29.21,31.07,58,broken clouds,1.34,0.0
Grenoble,2026-06-25 21:00:00,23.34,23.77,78,light rain,2.59,0.72
Grenoble,2026-06-26 00:00:00,21.01,21.46,88,light rain,2.05,0.41
Grenoble,2026-06-26 03:00:00,20.59,20.98,87,scattered clouds,1.83,0.0
Grenoble,2026-06-26 06:00:00,24.76,25.2,73,few clouds,1.12,0.0
Grenoble,2026-06-26 09:00:00,33.26,34.43,41,scattered clouds,0.97,0.0
Grenoble,2026-06-26 12:00:00,36.22,37.04,32,broken clouds,1.78,0.0
