city,datetime,temperature,feels_like,humidity,weather,wind_speed,rain_3h
Grenoble,2026-06-26 15:00:00,36.29,36.88,31,broken clouds,1.97,0.0
Grenoble,2026-06-26 18:00:00,30.31,32.81,57,overcast clouds,0.96,0.0
Grenoble,2026-06-26 21:00:00,25.61,25.98,67,overcast clouds,1.88,0.0
Grenoble,2026-06-27 00:00:00,23.68,23.98,72,overcast clouds,1.84,0.0
Grenoble,2026-06-27 03:00:00,21.68,22.02,81,light rain,1.91,0.13
Grenoble,2026-06-27 06:00:00,26.05,26.05,67,broken clouds,1.49,0.0
Grenoble,2026-06-27 09:00:00,34.19,35.0,37,few clouds,1.68,0.0
Grenoble,2026-06-27 12:00:00,38.35,38.44,25,clear sky,1.33,0.0
Lyon,2026-06-22 15:00:00,36.72,37.02,29,few clouds,3.0,0.0
Lyon,2026-06-22 18:00:00,35.88,35.51,28,few clouds,2.31,0.0
Lyon,2026-06-22 21:00:00,27.93,27.6,40,clear sky,1.93,0.0
Lyon,2026-06-23 00:00:00,25.38,25.17,46,clear sky,0.52,0.0
Lyon,2026-06-23 03:00:00,21.52,21.03,50,scattered clouds,0.76,0.0
Lyon,2026-06-23 06:00:00,24.8,24.51,45,few clouds,0.59,0.0
Lyon,2026-06-23 09:00:00,32.65,32.16,34,clear sky,1.92,0.0
Lyon,2026-06-23 12:00:00,36.51,36.7,29,clear sky,3.52,0.0
Lyon,2026-06-23 15:00:00,36.8,35.15,20,clear sky,3.41,0.0
Lyon,2026-06-23 18:00:00,35.3,34.13,25,clear sky,3.04,0.0
Lyon,2026-06-23 21:00:00,27.91,27.65,41,clear sky,1.9,0.0
Lyon,2026-06-24 00:00:00,25.52,25.33,46,clear sky,1.3,0.0
Lyon,2026-06-24 03:00:00,21.58,21.2,54,clear sky,0.32,0.0
Lyon,2026-06-24 06:00:00,25.33,25.22,50,clear sky,0.8,0.0
Lyon,2026-06-24 09:00:00,31.28,30.71,36,clear sky,1.91,0.0
Lyon,2026-06-24 12:00:00,34.9,34.33,29,clear sky,3.41,0.0
Lyon,2026-06-24 15:00:00,36.97,36.39,25,broken clouds,2.09,0.0
Lyon,2026-06-24 18:00:00,35.19,34.74,29,scattered clouds,3.37,0.0
Lyon,2026-06-24 21:00:00,27.94,28.21,48,broken clouds,2.09,0.0
Lyon,2026-06-25 00:00:00,24.38,24.36,57,broken clouds,2.3,0.0
Lyon,2026-06-25 03:00:00,22.06,21.99,64,scattered clouds,1.82,0.0
Lyon,2026-06-25 06:00:00,24.29,24.11,51,broken clouds,2.13,0.0
Lyon,2026-06-25 09:00:00,30.96,30.1,34,scattered clouds,3.68,0.0
Lyon,2026-06-25 12:00:00,37.46,36.17,21,few clouds,4.88,0.0
Lyon,2026-06-25 15:00:00,38.6,37.21,19,clear sky,5.98,0.0
Lyon,2026-06-25 18:00:00,36.54,35.37,23,clear sky,4.81,0.0
Lyon,2026-06-25 21:00:00,29.22,28.48,36,scattered clouds,3.35,0.0
Lyon,2026-06-26 00:00:00,25.51,25.27,44,scattered clouds,2.82,0.0
Lyon,2026-06-26 03:00:00,23.33,23.0,49,clear sky,1.41,0.0
Lyon,2026-06-26 06:00:00,25.84,25.58,42,few clouds,1.11,0.0
Lyon,2026-06-26 09:00:00,32.48,31.13,28,clear sky,1.43,0.0
Lyon,2026-06-26 12:00:00,37.78,36.38,20,few clouds,1.66,0.0
Lyon,2026-06-26 15:00:00,39.01,37.51,18,few clouds,2.42,0.0
Lyon,2026-06-26 18:00:00,37.09,35.7,21,scattered clouds,2.94,0.0
Lyon,2026-06-26 21:00:00,30.31,29.7,37,scattered clouds,1.8,0.0
Lyon,2026-06-27 00:00:00,27.05,27.06,43,broken clouds,1.83,0.0
Lyon,2026-06-27 03:00:00,24.45,24.18,47,overcast clouds,2.02,0.0
Lyon,2026-06-27 06:00:00,25.93,25.7,43,overcast clouds,2.71,0.0
Lyon,2026-06-27 09:00:00,33.26,31.91,27,broken clouds,3.15,0.0
Lyon,2026-06-27 12:00:00,39.4,38.0,18,broken clouds,2.46,0.0
Gorges Du Verdon,2026-06-22 15:00:00,27.07,27.55,51,moderate rain,2.85,4.38
Gorges Du Verdon,2026-06-22 18:00:00,25.84,26.07,61,light rain,2.4,0.31
Gorges Du Verdon,2026-06-22 21:00:00,21.85,21.79,65,overcast clouds,1.97,0.0
Gorges Du Verdon,2026-06-23 00:00:00,20.39,20.05,60,overcast clouds,2.13,0.0
Gorges Du Verdon,2026-06-23 03:00:00,17.28,16.55,57,scattered clouds,1.92,0.0
Gorges Du Verdon,2026-06-23 06:00:00,20.8,20.06,43,broken clouds,1.54,0.0
Gorges Du Verdon,2026-06-23 09:00:00,27.14,26.55,31,few clouds,3.51,0.0
Gorges Du Verdon,2026-06-23 12:00:00,28.7,27.48,27,few clouds,4.5,0.0
Gorges Du Verdon,2026-06-23 15:00:00,25.14,25.22,58,light rain,5.67,1.78
Gorges Du Verdon,2026-06-23 18:00:00,23.71,24.15,77,light rain,2.17,1.06
Gorges Du Verdon,2026-06-23 21:00:00,21.93,21.85,64,light rain,1.97,0.15
Gorges Du Verdon,2026-06-24 00:00:00,20.34,20.1,64,overcast clouds,1.62,0.0
Gorges Du Verdon,2026-06-24 03:00:00,18.5,18.13,66,broken clouds,1.75,0.0
Gorges Du Verdon,2026-06-24 06:00:00,23.68,23.46,52,scattered clouds,1.07,0.0
Gorges Du Verdon,2026-06-24 09:00:00,28.3,27.59,35,overcast clouds,2.61,0.0
Gorges Du Verdon,2026-06-24 12:00:00,30.02,28.93,32,overcast clouds,3.85,0.0
Gorges Du Verdon,2026-06-24 15:00:00,23.02,23.07,65,light rain,3.05,2.41
Gorges Du Verdon,2026-06-24 18:00:00,17.71,17.68,82,light rain,2.5,0.56
Gorges Du Verdon,2026-06-24 21:00:00,17.43,17.0,68,overcast clouds,2.09,0.0
Gorges Du Verdon,2026-06-25 00:00:00,17.39,16.93,67,overcast clouds,1.91,0.0
Gorges Du Verdon,2026-06-25 03:00:00,16.98,16.46,66,scattered clouds,1.87,0.0
Gorges Du Verdon,2026-06-25 06:00:00,22.29,21.91,51,few clouds,1.09,0.0
Gorges Du Verdon,2026-06-25 09:00:00,28.21,27.58,36,clear sky,1.84,0.0
Gorges Du Verdon,2026-06-25 12:00:00,30.86,29.59,30,clear sky,3.92,0.0
Gorges Du Verdon,2026-06-25 15:00:00,25.11,24.98,50,overcast clouds,2.87,0.0
Gorges Du Verdon,2026-06-25 18:00:00,24.94,24.82,51,broken clouds,0.97,0.0
Gorges Du Verdon,2026-06-25 21:00:00,19.07,18.96,74,light rain,2.01,0.52
Gorges Du Verdon,2026-06-26 00:00:00,18.31,18.08,72,clear sky,2.13,0.0
Gorges Du Verdon,2026-06-26 03:00:00,18.1,17.82,71,few clouds,1.73,0.0
Gorges Du Verdon,2026-06-26 06:00:00,23.25,23.07,55,clear sky,0.98,0.0
Gorges Du Verdon,2026-06-26 09:00:00,29.52,28.86,37,clear sky,2.1,0.0
Gorges Du Verdon,2026-06-26 12:00:00,30.52,29.62,34,scattered clouds,4.54,0.0
Gorges Du Verdon,2026-06-26 15:00:00,27.87,27.76,43,overcast clouds,3.06,0.0
Gorges Du Verdon,2026-06-26 18:00:00,26.31,26.31,48,broken clouds,2.15,0.0
Gorges Du Verdon,2026-06-26 21:00:00,20.97,20.69,60,broken clouds,1.67,0.0
Gorges Du Verdon,2026-06-27 00:00:00,19.5,19.2,65,light rain,1.94,0.44
Gorges Du Verdon,2026-06-27 03:00:00,18.98,18.87,74,light rain,2.02,1.23
Gorges Du Verdon,2026-06-27 06:00:00,20.73,20.79,74,light rain,1.61,0.6
Gorges Du Verdon,2026-06-27 09:00:00,29.35,28.87,39,broken clouds,2.2,0.0
Gorges Du Verdon,2026-06-27 12:00:00,28.39,28.34,44,broken clouds,4.63,0.0
Bormes Les Mimosas,2026-06-22 15:00:00,28.98,30.28,55,scattered clouds,2.98,0.0
Bormes Les Mimosas,2026-06-22 18:00:00,28.96,30.11,54,broken clouds,0.74,0.0
Bormes Les Mimosas,2026-06-22 21:00:00,25.92,26.24,64,overcast clouds,3.2,0.0
Bormes Les Mimosas,2026-06-23 00:00:00,23.99,24.3,71,overcast clouds,1.47,0.0
Bormes Les Mimosas,2026-06-23 03:00:00,21.39,21.41,70,clear sky,1.87,0.0
Bormes Les Mimosas,2026-06-23 06:00:00,24.21,24.23,59,few clouds,1.84,0.0
Bormes Les Mimosas,2026-06-23 09:00:00,30.38,30.97,46,few clouds,1.94,0.0
Bormes Les Mimosas,2026-06-23 12:00:00,30.91,31.57,45,few clouds,2.84,0.0
Bormes Les Mimosas,2026-06-23 15:00:00,29.51,30.08,48,clear sky,2.08,0.0
Bormes Les Mimosas,2026-06-23 18:00:00,28.75,30.48,59,scattered clouds,1.18,0.0
Bormes Les Mimosas,2026-06-23 21:00:00,25.67,25.94,63,overcast clouds,1.36,0.0
Bormes Les Mimosas,2026-06-24 00:00:00,24.23,24.33,62,overcast clouds,1.33,0.0
Bormes Les Mimosas,2026-06-24 03:00:00,22.36,22.37,66,broken clouds,1.26,0.0
Bormes Les Mimosas,2026-06-24 06:00:00,25.98,25.98,57,scattered clouds,2.05,0.0
Bormes Les Mimosas,2026-06-24 09:00:00,28.85,29.24,48,scattered clouds,2.65,0.0
Bormes Les Mimosas,2026-06-24 12:00:00,28.41,28.92,50,broken clouds,3.26,0.0
Bormes Les Mimosas,2026-06-24 15:00:00,28.49,28.92,49,light rain,2.11,0.13
Bormes Les Mimosas,2026-06-24 18:00:00,26.39,26.39,57,overcast clouds,0.39,0.0
Bormes Les Mimosas,2026-06-24 21:00:00,24.54,24.64,61,overcast clouds,1.54,0.0
Bormes Les Mimosas,2026-06-25 00:00:00,22.79,22.9,68,overcast clouds,1.16,0.0
Bormes Les Mimosas,2026-06-25 03:00:00,21.88,21.93,69,broken clouds,1.66,0.0
Bormes Les Mimosas,2026-06-25 06:00:00,24.8,24.85,58,scattered clouds,1.4,0.0
Bormes Les Mimosas,2026-06-25 09:00:00,29.1,29.55,48,clear sky,1.75,0.0
Bormes Les Mimosas,2026-06-25 12:00:00,28.75,29.57,52,clear sky,3.9,0.0
Bormes Les Mimosas,2026-06-25 15:00:00,27.92,28.72,54,clear sky,3.18,0.0
Bormes Les Mimosas,2026-06-25 18:00:00,26.71,27.37,54,clear sky,2.6,0.0
Bormes Les Mimosas,2026-06-25 21:00:00,23.16,23.23,65,clear sky,2.49,0.0
Bormes Les Mimosas,2026-06-26 00:00:00,23.15,23.17,63,clear sky,2.61,0.0
Bormes Les Mimosas,2026-06-26 03:00:00,22.83,22.74,60,few clouds,1.98,0.0
Bormes Les Mimosas,2026-06-26 06:00:00,25.19,25.2,55,clear sky,1.44,0.0
Bormes Les Mimosas,2026-06-26 09:00:00,29.9,30.32,46,clear sky,1.52,0.0
Bormes Les Mimosas,2026-06-26 12:00:00,29.37,30.15,50,few clouds,3.79,0.0
Bormes Les Mimosas,2026-06-26 15:00:00,29.8,30.19,46,clear sky,4.92,0.0
Bormes Les Mimosas,2026-06-26 18:00:00,28.29,28.78,50,clear sky,2.94,0.0
Bormes Les Mimosas,2026-06-26 21:00:00,23.36,23.63,72,light rain,1.23,0.72
Bormes Les Mimosas,2026-06-27 00:00:00,22.79,23.06,74,light rain,1.94,0.32
Bormes Les Mimosas,2026-06-27 03:00:00,22.93,23.03,67,light rain,1.2,0.1
Bormes Les Mimosas,2026-06-27 06:00:00,24.34,24.42,61,overcast clouds,1.68,0.0
Bormes Les Mimosas,2026-06-27 09:00:00,30.46,31.09,46,broken clouds,0.8,0.0
Bormes Les Mimosas,2026-06-27 12:00:00,29.23,29.96,50,scattered clouds,3.19,0.0
Cassis,2026-06-22 15:00:00,30.81,29.83,33,few clouds,1.81,0.0
Cassis,2026-06-22 18:00:00,29.56,29.64,44,scattered clouds,3.87,0.0
Cassis,2026-06-22 21:00:00,26.87,27.47,53,broken clouds,1.85,0.0
Cassis,2026-06-23 00:00:00,26.03,26.03,56,broken clouds,0.65,0.0
Cassis,2026-06-23 03:00:00,22.79,22.59,56,scattered clouds,1.95,0.0
Cassis,2026-06-23 06:00:00,23.96,23.85,55,few clouds,1.48,0.0
Cassis,2026-06-23 09:00:00,29.36,30.14,50,scattered clouds,2.12,0.0
Cassis,2026-06-23 12:00:00,29.69,30.18,47,few clouds,2.65,0.0
Cassis,2026-06-23 15:00:00,29.09,29.31,46,clear sky,1.95,0.0
Cassis,2026-06-23 18:00:00,28.25,28.73,50,scattered clouds,1.74,0.0
Cassis,2026-06-23 21:00:00,26.32,26.32,56,overcast clouds,0.95,0.0
Cassis,2026-06-24 00:00:00,25.73,25.79,55,overcast clouds,2.42,0.0
Cassis,2026-06-24 03:00:00,23.42,23.25,55,clear sky,1.05,0.0
Cassis,2026-06-24 06:00:00,25.37,25.35,53,clear sky,0.13,0.0
Cassis,2026-06-24 09:00:00,27.35,27.83,51,clear sky,2.46,0.0
Cassis,2026-06-24 12:00:00,27.9,28.25,49,clear sky,2.46,0.0
Cassis,2026-06-24 15:00:00,27.8,27.99,47,light rain,1.66,0.53
Cassis,2026-06-24 18:00:00,27.66,28.08,50,light rain,0.47,0.32
Cassis,2026-06-24 21:00:00,26.15,26.15,58,overcast clouds,2.2,0.0
Cassis,2026-06-25 00:00:00,25.48,25.62,59,overcast clouds,0.58,0.0
Cassis,2026-06-25 03:00:00,24.99,25.09,59,overcast clouds,1.14,0.0
Cassis,2026-06-25 06:00:00,25.69,25.83,58,broken clouds,0.96,0.0
Cassis,2026-06-25 09:00:00,27.08,27.69,53,clear sky,2.64,0.0
Cassis,2026-06-25 12:00:00,27.18,27.72,52,clear sky,3.44,0.0
Cassis,2026-06-25 15:00:00,27.24,27.79,52,clear sky,3.02,0.0
Cassis,2026-06-25 18:00:00,26.31,26.31,56,clear sky,1.53,0.0
Cassis,2026-06-25 21:00:00,25.87,25.95,55,clear sky,1.42,0.0
Cassis,2026-06-26 00:00:00,25.52,25.59,56,clear sky,2.19,0.0
Cassis,2026-06-26 03:00:00,25.06,25.14,58,few clouds,2.79,0.0
Cassis,2026-06-26 06:00:00,25.87,25.97,56,few clouds,2.3,0.0
Cassis,2026-06-26 09:00:00,27.9,28.43,51,clear sky,3.98,0.0
Cassis,2026-06-26 12:00:00,27.83,28.52,53,scattered clouds,3.31,0.0
Cassis,2026-06-26 15:00:00,27.87,28.48,52,few clouds,2.57,0.0
Cassis,2026-06-26 18:00:00,26.69,27.7,60,clear sky,1.6,0.0
Cassis,2026-06-26 21:00:00,25.77,26.02,62,broken clouds,1.85,0.0
Cassis,2026-06-27 00:00:00,25.09,25.33,64,broken clouds,2.19,0.0
Cassis,2026-06-27 03:00:00,25.55,25.68,58,overcast clouds,1.78,0.0
Cassis,2026-06-27 06:00:00,25.62,25.83,61,overcast clouds,2.58,0.0
Cassis,2026-06-27 09:00:00,27.97,28.69,53,light rain,2.83,0.21
Cassis,2026-06-27 12:00:00,27.94,28.75,54,broken clouds,3.17,0.0
Marseille,2026-06-22 15:00:00,31.17,30.22,33,few clouds,2.68,0.0
Marseille,2026-06-22 18:00:00,30.22,30.2,42,broken clouds,3.91,0.0
Marseille,2026-06-22 21:00:00,28.19,28.67,50,broken clouds,1.69,0.0
Marseille,2026-06-23 00:00:00,27.32,27.94,53,scattered clouds,1.06,0.0
Marseille,2026-06-23 03:00:00,24.36,24.29,55,broken clouds,2.47,0.0
Marseille,2026-06-23 06:00:00,24.58,24.53,55,scattered clouds,1.56,0.0
Marseille,2026-06-23 09:00:00,30.16,30.97,48,scattered clouds,1.61,0.0
Marseille,2026-06-23 12:00:00,30.72,31.46,46,few clouds,3.09,0.0
Marseille,2026-06-23 15:00:00,29.89,30.45,47,clear sky,3.01,0.0
Marseille,2026-06-23 18:00:00,29.1,29.92,51,scattered clouds,2.82,0.0
Marseille,2026-06-23 21:00:00,27.44,28.4,57,overcast clouds,1.14,0.0
Marseille,2026-06-24 00:00:00,27.28,27.83,52,overcast clouds,2.09,0.0
Marseille,2026-06-24 03:00:00,25.17,25.13,53,few clouds,0.98,0.0
Marseille,2026-06-24 06:00:00,26.55,26.55,53,clear sky,0.4,0.0
Marseille,2026-06-24 09:00:00,28.17,28.55,49,clear sky,2.42,0.0
Marseille,2026-06-24 12:00:00,28.74,29.0,47,clear sky,2.94,0.0
Marseille,2026-06-24 15:00:00,28.85,29.24,48,light rain,3.03,0.17
Marseille,2026-06-24 18:00:00,28.3,29.0,52,light rain,1.68,0.42
Marseille,2026-06-24 21:00:00,27.5,28.39,56,overcast clouds,1.48,0.0
Marseille,2026-06-25 00:00:00,26.45,26.45,61,overcast clouds,0.45,0.0
Marseille,2026-06-25 03:00:00,26.09,26.09,60,overcast clouds,0.75,0.0
Marseille,2026-06-25 06:00:00,26.11,26.11,59,broken clouds,1.0,0.0
Marseille,2026-06-25 09:00:00,27.39,28.1,54,clear sky,2.6,0.0
Marseille,2026-06-25 12:00:00,28.03,28.67,52,clear sky,3.71,0.0
Marseille,2026-06-25 15:00:00,27.93,28.64,53,clear sky,3.79,0.0
Marseille,2026-06-25 18:00:00,27.2,28.03,56,clear sky,1.85,0.0
Marseille,2026-06-25 21:00:00,27.31,28.08,55,clear sky,1.2,0.0
Marseille,2026-06-26 00:00:00,27.07,27.81,55,clear sky,1.86,0.0
Marseille,2026-06-26 03:00:00,26.52,26.52,57,clear sky,2.51,0.0
Marseille,2026-06-26 06:00:00,26.62,26.62,55,clear sky,2.09,0.0
Marseille,2026-06-26 09:00:00,28.34,28.84,50,clear sky,3.5,0.0
Marseille,2026-06-26 12:00:00,28.61,29.39,52,scattered clouds,3.67,0.0
Marseille,2026-06-26 15:00:00,28.56,29.44,53,few clouds,3.4,0.0
Marseille,2026-06-26 18:00:00,27.57,28.93,61,clear sky,1.89,0.0
Marseille,2026-06-26 21:00:00,27.09,28.35,62,scattered clouds,1.76,0.0
Marseille,2026-06-27 00:00:00,26.57,26.57,63,broken clouds,1.84,0.0
Marseille,2026-06-27 03:00:00,26.94,27.87,58,overcast clouds,1.75,0.0
Marseille,2026-06-27 06:00:00,26.49,26.49,61,overcast clouds,2.65,0.0
Marseille,2026-06-27 09:00:00,28.6,29.26,51,scattered clouds,2.57,0.0
Marseille,2026-06-27 12:00:00,28.74,29.68,53,broken clouds,3.73,0.0
Aix En Provence,2026-06-22 15:00:00,31.37,29.4,20,few clouds,3.55,0.0
Aix En Provence,2026-06-22 18:00:00,30.33,29.23,32,scattered clouds,0.35,0.0
Aix En Provence,2026-06-22 21:00:00,27.7,27.74,45,broken clouds,0.93,0.0
Aix En Provence,2026-06-23 00:00:00,25.98,25.98,50,scattered clouds,1.94,0.0
Aix En Provence,2026-06-23 03:00:00,22.84,22.59,54,scattered clouds,1.39,0.0
Aix En Provence,2026-06-23 06:00:00,22.63,22.18,47,scattered clouds,1.5,0.0
Aix En Provence,2026-06-23 09:00:00,32.24,30.86,28,scattered clouds,1.23,0.0
Aix En Provence,2026-06-23 12:00:00,34.49,32.71,22,few clouds,4.88,0.0
Aix En Provence,2026-06-23 15:00:00,33.39,31.6,23,clear sky,4.89,0.0
Aix En Provence,2026-06-23 18:00:00,31.66,30.14,27,scattered clouds,2.69,0.0
Aix En Provence,2026-06-23 21:00:00,28.59,27.91,36,overcast clouds,1.24,0.0
Aix En Provence,2026-06-24 00:00:00,27.05,26.95,41,overcast clouds,0.84,0.0
Aix En Provence,2026-06-24 03:00:00,24.1,23.79,47,scattered clouds,1.68,0.0
Aix En Provence,2026-06-24 06:00:00,26.47,26.47,43,few clouds,1.41,0.0
Aix En Provence,2026-06-24 09:00:00,32.51,31.16,28,clear sky,2.35,0.0
Aix En Provence,2026-06-24 12:00:00,34.83,33.38,24,few clouds,4.85,0.0
Aix En Provence,2026-06-24 15:00:00,33.73,32.47,27,light rain,4.65,0.44
Aix En Provence,2026-06-24 18:00:00,27.84,28.53,53,light rain,3.59,1.5
Aix En Provence,2026-06-24 21:00:00,25.13,25.21,58,overcast clouds,2.7,0.0
Aix En Provence,2026-06-25 00:00:00,24.58,24.63,59,overcast clouds,2.54,0.0
Aix En Provence,2026-06-25 03:00:00,23.68,23.49,53,overcast clouds,2.14,0.0
Aix En Provence,2026-06-25 06:00:00,25.58,25.39,46,broken clouds,1.71,0.0
Aix En Provence,2026-06-25 09:00:00,31.73,30.87,33,clear sky,1.76,0.0
Aix En Provence,2026-06-25 12:00:00,34.24,33.26,28,clear sky,5.7,0.0
Aix En Provence,2026-06-25 15:00:00,32.74,31.55,29,light rain,5.06,0.1
Aix En Provence,2026-06-25 18:00:00,30.38,29.47,34,clear sky,3.38,0.0
Aix En Provence,2026-06-25 21:00:00,27.89,27.64,41,clear sky,1.12,0.0
Aix En Provence,2026-06-26 00:00:00,26.53,26.53,45,clear sky,0.95,0.0
Aix En Provence,2026-06-26 03:00:00,25.29,25.1,47,few clouds,0.96,0.0
Aix En Provence,2026-06-26 06:00:00,26.61,26.61,41,clear sky,1.25,0.0
Aix En Provence,2026-06-26 09:00:00,32.52,31.06,27,clear sky,1.75,0.0
Aix En Provence,2026-06-26 12:00:00,35.52,34.07,23,scattered clouds,4.51,0.0
Aix En Provence,2026-06-26 15:00:00,34.18,32.6,24,scattered clouds,4.85,0.0
Aix En Provence,2026-06-26 18:00:00,31.09,30.02,32,few clouds,2.97,0.0
Aix En Provence,2026-06-26 21:00:00,28.37,28.15,42,scattered clouds,1.25,0.0
Aix En Provence,2026-06-27 00:00:00,27.15,27.31,46,broken clouds,1.03,0.0
Aix En Provence,2026-06-27 03:00:00,26.13,26.13,45,overcast clouds,1.2,0.0
Aix En Provence,2026-06-27 06:00:00,27.55,27.23,39,overcast clouds,0.22,0.0
Aix En Provence,2026-06-27 09:00:00,33.08,31.58,26,scattered clouds,0.91,0.0
Aix En Provence,2026-06-27 12:00:00,35.88,34.7,24,broken clouds,4.52,0.0
Avignon,2026-06-22 15:00:00,38.18,37.63,23,clear sky,7.04,0.0
Avignon,2026-06-22 18:00:00,34.77,34.15,29,few clouds,4.99,0.0
Avignon,2026-06-22 21:00:00,25.83,25.75,49,few clouds,2.25,0.0
Avignon,2026-06-23 00:00:00,24.25,24.14,54,few clouds,1.04,0.0
Avignon,2026-06-23 03:00:00,22.2,21.96,57,scattered clouds,0.84,0.0
Avignon,2026-06-23 06:00:00,25.97,25.97,48,scattered clouds,1.04,0.0
Avignon,2026-06-23 09:00:00,31.94,30.75,30,scattered clouds,1.97,0.0
Avignon,2026-06-23 12:00:00,35.58,33.84,21,few clouds,1.21,0.0
Avignon,2026-06-23 15:00:00,35.54,33.66,20,clear sky,8.06,0.0
Avignon,2026-06-23 18:00:00,32.22,30.84,28,few clouds,5.14,0.0
Avignon,2026-06-23 21:00:00,25.23,25.17,52,scattered clouds,1.93,0.0
Avignon,2026-06-24 00:00:00,23.66,23.52,55,few clouds,0.22,0.0
Avignon,2026-06-24 03:00:00,22.01,21.68,54,clear sky,0.88,0.0
Avignon,2026-06-24 06:00:00,26.9,26.89,42,clear sky,1.22,0.0
Avignon,2026-06-24 09:00:00,33.76,32.12,24,clear sky,0.48,0.0
Avignon,2026-06-24 12:00:00,39.08,37.36,17,clear sky,2.37,0.0
Avignon,2026-06-24 15:00:00,37.43,35.93,20,clear sky,8.14,0.0
Avignon,2026-06-24 18:00:00,32.36,31.11,29,scattered clouds,5.51,0.0
Avignon,2026-06-24 21:00:00,25.22,25.21,54,overcast clouds,1.12,0.0
Avignon,2026-06-25 00:00:00,23.67,23.66,60,broken clouds,1.38,0.0
Avignon,2026-06-25 03:00:00,22.63,22.62,64,broken clouds,1.13,0.0
Avignon,2026-06-25 06:00:00,25.7,25.71,53,scattered clouds,1.27,0.0
Avignon,2026-06-25 09:00:00,33.18,32.22,30,clear sky,2.2,0.0
Avignon,2026-06-25 12:00:00,37.54,36.5,22,clear sky,6.1,0.0
Avignon,2026-06-25 15:00:00,36.66,35.15,21,clear sky,7.15,0.0
Avignon,2026-06-25 18:00:00,31.4,30.48,33,clear sky,5.28,0.0
Avignon,2026-06-25 21:00:00,24.63,24.69,59,clear sky,1.98,0.0
Avignon,2026-06-26 00:00:00,23.22,23.24,63,clear sky,0.36,0.0
Avignon,2026-06-26 03:00:00,21.9,21.87,66,clear sky,1.19,0.0
Avignon,2026-06-26 06:00:00,25.38,25.33,52,clear sky,1.43,0.0
Avignon,2026-06-26 09:00:00,33.58,32.58,29,clear sky,0.48,0.0
Avignon,2026-06-26 12:00:00,38.95,37.43,18,scattered clouds,3.19,0.0
Avignon,2026-06-26 15:00:00,38.03,36.28,18,clear sky,7.0,0.0
Avignon,2026-06-26 18:00:00,32.68,31.75,31,clear sky,5.28,0.0
Avignon,2026-06-26 21:00:00,24.32,24.5,65,scattered clouds,2.67,0.0
Avignon,2026-06-27 00:00:00,22.95,23.13,70,broken clouds,0.86,0.0
Avignon,2026-06-27 03:00:00,22.4,22.47,68,broken clouds,1.03,0.0
Avignon,2026-06-27 06:00:00,25.84,25.84,52,scattered clouds,0.7,0.0
Avignon,2026-06-27 09:00:00,34.38,33.28,27,scattered clouds,0.99,0.0
Avignon,2026-06-27 12:00:00,39.53,38.17,18,scattered clouds,4.42,0.0
Uzes,2026-06-22 15:00:00,37.46,35.27,16,clear sky,5.08,0.0
Uzes,2026-06-22 18:00:00,33.14,31.9,28,few clouds,6.67,0.0
Uzes,2026-06-22 21:00:00,24.85,24.67,49,scattered clouds,0.94,0.0
Uzes,2026-06-23 00:00:00,23.03,22.72,51,few clouds,0.96,0.0
Uzes,2026-06-23 03:00:00,20.69,20.2,53,few clouds,1.26,0.0
Uzes,2026-06-23 06:00:00,25.58,25.32,43,scattered clouds,1.05,0.0
Uzes,2026-06-23 09:00:00,30.97,29.53,28,clear sky,2.62,0.0
Uzes,2026-06-23 12:00:00,33.83,31.78,20,clear sky,4.7,0.0
Uzes,2026-06-23 15:00:00,33.82,31.69,19,clear sky,6.48,0.0
Uzes,2026-06-23 18:00:00,31.17,30.01,31,clear sky,5.24,0.0
Uzes,2026-06-23 21:00:00,23.82,23.64,53,clear sky,1.54,0.0
Uzes,2026-06-24 00:00:00,22.31,22.08,57,clear sky,0.05,0.0
Uzes,2026-06-24 03:00:00,20.47,20.03,56,clear sky,0.94,0.0
Uzes,2026-06-24 06:00:00,25.94,25.69,42,clear sky,1.23,0.0
Uzes,2026-06-24 09:00:00,33.3,31.71,25,clear sky,1.28,0.0
Uzes,2026-06-24 12:00:00,37.18,35.62,20,clear sky,3.24,0.0
Uzes,2026-06-24 15:00:00,37.27,35.73,20,clear sky,7.52,0.0
Uzes,2026-06-24 18:00:00,31.11,29.94,31,few clouds,5.95,0.0
Uzes,2026-06-24 21:00:00,23.9,23.78,55,overcast clouds,1.86,0.0
Uzes,2026-06-25 00:00:00,22.18,22.05,61,overcast clouds,0.85,0.0
Uzes,2026-06-25 03:00:00,21.36,21.2,63,broken clouds,1.16,0.0
Uzes,2026-06-25 06:00:00,24.95,24.86,52,scattered clouds,1.13,0.0
Uzes,2026-06-25 09:00:00,32.08,31.29,33,clear sky,2.67,0.0
Uzes,2026-06-25 12:00:00,36.64,35.31,22,clear sky,5.74,0.0
Uzes,2026-06-25 15:00:00,35.56,34.12,23,clear sky,7.32,0.0
Uzes,2026-06-25 18:00:00,30.52,29.72,35,clear sky,5.36,0.0
Uzes,2026-06-25 21:00:00,23.5,23.5,61,clear sky,1.63,0.0
Uzes,2026-06-26 00:00:00,21.62,21.61,68,clear sky,1.27,0.0
Uzes,2026-06-26 03:00:00,20.25,20.18,71,clear sky,1.35,0.0
Uzes,2026-06-26 06:00:00,24.69,24.6,53,clear sky,1.07,0.0
Uzes,2026-06-26 09:00:00,32.89,31.73,29,scattered clouds,1.69,0.0
